"UNITID","LOCALE","LONGITUD","LATITUDE","EFFYALEV","EFFYLEV","LSTUDY","EFYTOTLT","EFYTOTLM","EFYTOTLW","EFYAIANT","EFYAIANM","EFYAIANW","EFYASIAT","EFYASIAM","EFYASIAW","EFYBKAAT","EFYBKAAM","EFYBKAAW","EFYHISPT","EFYHISPM","EFYHISPW","EFYNHPIT","EFYNHPIM","EFYNHPIW","EFYWHITT","EFYWHITM","EFYWHITW","EFY2MORT","EFY2MORM","EFY2MORW","EFYUNKNT","EFYUNKNM","EFYUNKNW","EFYNRALT","EFYNRALM","EFYNRALW","EFYGUUN","EFYGUAN","EFYGUTOT","EFYGUKN","EFFYDLEV","EFYDETOT","EFYDEEXC","EFYDESOM","EFYDENON","TUITION1","FEE1","HRCHG1","TUITION2","FEE2","HRCHG2","TUITION3","FEE3","HRCHG3","TUITION5","FEE5","HRCHG5","TUITION6","FEE6","HRCHG6","TUITION7","FEE7","HRCHG7","ISPROF1","ISPFEE1","OSPROF1","OSPFEE1","ISPROF2","ISPFEE2","OSPROF2","OSPFEE2","ISPROF3","ISPFEE3","OSPROF3","OSPFEE3","ISPROF4","ISPFEE4","OSPROF4","OSPFEE4","ISPROF5","ISPFEE5","OSPROF5","OSPFEE5","ISPROF6","ISPFEE6","OSPROF6","OSPFEE6","ISPROF7","ISPFEE7","OSPROF7","OSPFEE7","ISPROF8","ISPFEE8","OSPROF8","OSPFEE8","ISPROF9","ISPFEE9","OSPROF9","OSPFEE9","CHG1AT0","CHG1AF0","CHG1AY0","CHG1AT1","CHG1AF1","CHG1AY1","CHG1AT2","CHG1AF2","CHG1AY2","CHG1AT3","CHG1AF3","CHG1AY3","CHG1TGTD","CHG1FGTD","CHG2AT0","CHG2AF0","CHG2AY0","CHG2AT1","CHG2AF1","CHG2AY1","CHG2AT2","CHG2AF2","CHG2AY2","CHG2AT3","CHG2AF3","CHG2AY3","CHG2TGTD","CHG2FGTD","CHG3AT0","CHG3AF0","CHG3AY0","CHG3AT1","CHG3AF1","CHG3AY1","CHG3AT2","CHG3AF2","CHG3AY2","CHG3AT3","CHG3AF3","CHG3AY3","CHG3TGTD","CHG3FGTD","CHG4AY0","CHG4AY1","CHG4AY2","CHG4AY3","CHG5AY0","CHG5AY1","CHG5AY2","CHG5AY3","CHG6AY0","CHG6AY1","CHG6AY2","CHG6AY3","CHG7AY0","CHG7AY1","CHG7AY2","CHG7AY3","CHG8AY0","CHG8AY1","CHG8AY2","CHG8AY3","CHG9AY0","CHG9AY1","CHG9AY2","CHG9AY3"
100654,12,-86.568502,34.783368,2,2,1,5663,2337,3326,17,7,10,11,4,7,5047,2069,2978,63,32,31,6,2,4,120,65,55,68,24,44,278,105,173,53,29,24,8,0,8,5655,29,19025,1079,13658,4288,"8610","1414","287","8610","1414","287","17220","1414","574","10128","1414","422","10128","1414","422","20160","1414","840",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","8610","1414","10024","8610","1414","10024","8610","1414","10024","8610","1414","10024",".",".","8610","1414","10024","8610","1414","10024","8610","1414","10024","8610","1414","10024",".",".","17220","1414","18634","17220","1414","18634","17220","1414","18634","17220","1414","18634",".",".","1600","1600","1600","1600","9240","9240","9520","9520","3090","3090","3090","3090","9240","9240","9520","9520","3090","3090","3090","3090","3090","3440","3440","3440"
100663,12,-86.799345,33.505697,2,2,1,15360,5819,9541,30,11,19,1093,467,626,3875,1195,2680,1027,394,633,6,3,3,8084,3232,4852,734,253,481,96,42,54,415,222,193,0,0,0,15360,29,67286,18911,35474,12901,"8832","0","368","8832","0","368","21216","0","884","8424","0","468","8424","0","468","19962","0","1109",".",".",".",".","30972","0","72196","0","31198","3464","62714","3464","28971","0","54012","0",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","8568","0","8568","8568","0","8568","8568","0","8568","8832","0","8832",".",".","8568","0","8568","8568","0","8568","8568","0","8568","8832","0","8832",".",".","20400","0","20400","20400","0","20400","20400","0","20400","21216","0","21216",".",".","1200","1200","1200","1200","12307","12307","12307","13120","5555","5555","5555","5757","12307","12307","12307","14330","5555","5555","5555","6007","5555","5555","5555","6007"
100690,12,-86.17401,32.362609,2,2,1,351,115,236,1,0,1,2,0,2,238,56,182,12,8,4,1,0,1,93,50,43,0,0,0,4,1,3,0,0,0,0,0,0,351,18,2183,2183,0,0,"9000","950","430","9000","950","430","9000","950","430","10800","1350","750","10800","1350","750","10800","1350","750",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
100706,12,-86.640449,34.724557,2,2,1,8536,4982,3554,69,40,29,324,185,139,799,333,466,521,313,208,10,5,5,6006,3632,2374,370,200,170,250,145,105,187,129,58,0,0,0,8536,29,30820,4251,20613,5956,"10120","1758","421","10120","1758","421","23012","1758","958","10632","1054","708","10632","1054","708","24430","1054","1628",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","9730","1392","11122","9730","1608","11338","9730","1758","11488","10120","1758","11878",".",".","9730","1392","11122","9730","1608","11338","9730","1758","11488","10120","1758","11878",".",".","22126","1392","23518","22126","1608","23734","22126","1758","23884","23012","1758","24770",".",".","2120","2200","2300","2416","10400","10652","10764","11122","3994","4076","4156","4462","10400","10652","10764","11122","3994","4076","4156","4462","3994","4076","4156","4462"
100724,12,-86.295677,32.364317,2,2,1,3899,1422,2477,6,1,5,8,2,6,3615,1296,2319,46,24,22,5,4,1,67,29,38,48,13,35,44,16,28,60,37,23,0,0,0,3899,29,12749,1401,9829,1519,"8328","2740","347","8328","2740","347","16656","2740","694","7416","2740","412","7416","2740","412","14832","2740","824",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","8328","2740","11068","8328","2740","11068","8328","2740","11068","8328","2740","11068",".",".","8328","2740","11068","8328","2740","11068","8328","2740","11068","8328","2740","11068",".",".","16656","2740","19396","16656","2740","19396","16656","2740","19396","16656","2740","19396",".",".","1600","1600","1600","1600","6050","6050","6050","6050","3392","3392","3392","3392","7320","7320","7320","7320","4228","4228","5130","5130","4228","4228","5130","5130"
100751,13,-87.545978,33.211875,2,2,1,34616,15069,19547,132,50,82,494,235,259,3955,1435,2520,1888,737,1151,32,18,14,26075,11560,14515,1231,475,756,248,130,118,561,429,132,0,0,0,34616,29,119270,21279,48947,49044,"11100","840","545","11100","840","545","31460","840","1385","11100","690","635","11100","690","635","31460","690","1610",".",".",".",".",".",".",".",".","31198","0","62714","0",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","24080","300","44470","300","10780","0","10780","10780","840","11620","10780","840","11620","11100","840","11940",".",".","10780","0","10780","10780","840","11620","10780","840","11620","11100","840","11940",".",".","30250","0","30250","30250","840","31090","30250","840","31090","31460","840","32300",".",".","1000","1000","800","800","13636","13810","13934","14426","4600","4620","4670","4858","13636","13810","13934","14426","4600","4620","4670","4858","5860","5692","5742","6028"
100760,32,-85.945266,32.92478,2,2,1,2218,878,1340,4,3,1,11,7,4,414,117,297,56,23,33,2,1,1,1619,682,937,71,22,49,32,20,12,9,3,6,0,0,0,2218,17,6654,2091,2862,1701,"3750","1230","125","3750","1230","125","7500","1230","250",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","3930","940","4870","3990","940","4930","3690","1240","4930","3750","1240","4990",".",".","3930","940","4870","3990","940","4930","3690","1240","4930","3750","1240","4990",".",".","7860","940","8800","7920","940","8860","7380","1240","8620","7500","1240","8740",".",".","1200","1000","1000","1250",".",".",".",".",".",".",".",".","5400","10238","10238","14364","2450","4360","4360","6524","2450","4360","4360","6524"
100812,31,-86.964698,34.806793,2,2,1,3466,1075,2391,46,11,35,20,10,10,458,123,335,147,39,108,2,1,1,2601,807,1794,108,39,69,82,44,38,2,1,1,0,0,0,3466,29,11154,6522,3915,717,"7230","2310","241","7230","2310","241","14460","2310","482","8352","1848","348","8352","1848","348","14472","1848","603",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
100830,12,-86.177544,32.36736,2,2,1,4796,1566,3230,20,8,12,140,62,78,2141,518,1623,69,17,52,4,2,2,2000,758,1242,175,64,111,40,16,24,207,121,86,0,0,0,4796,29,17414,3172,9998,4244,"8232","868","343","8232","868","343","18480","868","770","7812","766","434","7812","766","434","17550","766","975",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","7752","868","8620","7992","868","8860","7992","868","8860","8232","868","9100",".",".","7752","868","8620","7992","868","8860","7992","868","8860","8232","868","9100",".",".","17424","868","18292","17952","868","18820","17952","868","18820","18480","868","19348",".",".","1200","1200","1200","1200","6980","6980","7368","7368","3850","3830","3830","4030","10296","10296","10296","10485","3850","3830","3830","4030","3850","3830","3830","4030"
100858,13,-85.488258,32.599378,2,2,1,26978,13694,13284,72,36,36,662,343,319,1318,637,681,1039,515,524,14,9,5,21818,10819,10999,740,370,370,83,51,32,1232,914,318,0,0,0,26978,29,96114,8209,36729,51176,"10392","1784","433","10392","1784","433","31176","1784","1299","10386","1784","577","10386","1784","577","31158","1784","1731",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","10386","12350","31158","12350",".",".",".",".","10386","16868","31158","18868",".",".",".",".","9816","1676","11492","10080","1716","11796","10080","1746","11826","10392","1784","12176",".",".","9816","1676","11492","10080","1716","11796","10080","1746","11826","10392","1784","12176",".",".","29448","1676","31124","30240","1716","31956","30240","1746","31986","31176","1784","32960",".",".","1200","1200","1200","1200","13600","13778","14596","14998","5904","5904","6028","6028","13600","13778","14596","14998","5904","5904","6028","6028","5904","5904","6028","6028"
100937,12,-86.850552,33.513774,2,2,1,1105,547,558,4,3,1,28,11,17,175,90,85,61,30,31,0,0,0,808,401,407,10,4,6,2,2,0,17,6,11,0,0,0,1105,17,3315,9,486,2820,"20000","1250","833","20000","1250","833","20000","1250","833",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","16990","1248","18238","17650","1250","18900","18850","1250","20100","20000","1250","21250",".",".","16990","1248","18238","17650","1250","18900","18850","1250","20100","20000","1250","21250",".",".","16990","1248","18238","17650","1250","18900","18850","1250","20100","20000","1250","21250",".",".","1260","1260","1000","1000","12402","12900","13600","14000","3190","2770","2770","2770","8000","8000","8000","8000","4690","4690","4690","4270","4690","4690","4690","4270"
101028,41,-85.031485,32.42391,2,2,1,1867,638,1229,5,2,3,15,7,8,863,265,598,54,21,33,6,2,4,702,261,441,156,54,102,66,26,40,0,0,0,0,0,0,1867,17,5601,894,2670,2037,"3750","1230","125","3750","1230","125","7500","1230","250",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","3930","930","4860","3990","930","4920","3990","930","4920","3750","1230","4980",".",".","3930","930","4860","3990","930","4920","3990","930","4920","3750","1230","4980",".",".","7860","930","8790","7980","930","8910","7980","930","8910","7500","1230","8730",".",".","1000","1000","1000","1000",".",".",".",".",".",".",".",".","5400","5400","5500","5600","3400","3400","3400","3276","3400","3400","3400","3276"
101116,12,-86.216488,32.342684,2,2,1,568,111,457,1,0,1,3,0,3,397,55,342,12,4,8,2,0,2,122,30,92,3,1,2,25,20,5,3,1,2,18,0,18,550,29,1878,805,536,537,"15300","1260","425","15300","1260","425","15300","1260","425","15600","840","650","15600","840","650","15600","840","650",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","16920","94","17014","16920","94","17014","16920","94","17014","16920","94","17014",".",".","16920","94","17014","16920","94","17014","16920","94","17014","16920","94","17014",".",".","16920","94","17014","16920","94","17014","16920","94","17014","16920","94","17014",".",".","1500","1500","1500","1500",".",".",".",".",".",".",".",".","6843","7108","7792","8141","6317","6562","6782","7220","4422","4593","4747","5054"
101143,32,-85.836956,31.297496,2,2,1,2539,1244,1295,24,11,13,33,15,18,449,183,266,150,69,81,4,4,0,1610,834,776,126,59,67,128,60,68,15,9,6,0,0,0,2539,17,7617,2175,2745,2697,"3750","1170","125","3750","1170","125","7500","1170","250",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","3930","870","4800","3990","870","4860","3690","1170","4860","3750","1170","4920",".",".","3930","870","4800","3990","870","4860","3690","1170","4860","3750","1170","4920",".",".","7860","870","8730","7980","870","8850","7380","1170","8550","7500","1170","8670",".",".","1200","950","950","1150",".",".",".",".",".",".",".",".","5400","5400","5400","14400","2696","2696","2696","5696","2696","2696","2696","5696"
101161,32,-87.778193,30.851343,2,2,1,9388,3855,5533,134,55,79,80,33,47,2223,808,1415,338,140,198,4,1,3,5978,2541,3437,414,172,242,178,89,89,39,16,23,0,0,0,9388,17,28164,8259,10362,9543,"3750","1170","125","3750","1170","125","7500","1170","250",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","3930","870","4800","3690","1170","4860","3990","870","4860","3750","1170","4920",".",".","3930","870","4800","3690","1170","4860","3990","870","4860","3750","1170","4920",".",".","7860","870","8730","7680","1170","8850","7980","870","8850","7500","1170","8670",".",".","1448","2500","1500","1750","5900","5900","5900","5800","4459","4307","4407","5250","6215","6215","6215","6600","4559","4407","4507","5250","4459","4407","4407","4500"
101189,12,-86.21641,32.384181,2,2,1,2289,958,1331,8,4,4,33,16,17,907,303,604,66,40,26,5,1,4,1111,506,605,54,27,27,45,21,24,60,40,20,0,0,0,2289,29,9303,4223,2255,2825,"21930","1990","755","21930","1990","755","21930","1990","755","15325","900","613","15325","900","613","15325","900","613",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","39000","325","39000","325","20480","1830","22310","21000","1990","22990","21500","1990","23490","21930","1990","23920",".",".","20480","1830","22310","21000","1990","22990","21500","1990","23490","21930","1990","23920",".",".","20480","1830","22310","21000","1990","22990","21500","1990","23490","21930","1990","23920",".",".","1800","1800","1800","1800","7500","8100","7900","8020","4400","4400","4400","4600","8200","8200","7900","8020","4800","4800","4400","4600","4800","4800","4400","4600"
101240,13,-85.991438,33.994001,2,2,1,5780,2294,3486,15,7,8,41,14,27,1101,377,724,339,148,191,7,3,4,4007,1632,2375,176,68,108,27,13,14,67,32,35,0,0,0,5780,17,17340,5235,7818,4287,"4000","1312","125","4000","1312","125","8000","1312","250",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","3144","744","3888","3192","744","3936","2952","984","3936","3000","984","3984",".",".","3144","744","3888","3192","744","3936","2952","984","3936","3000","984","3984",".",".","6288","744","7032","6384","744","7128","5904","984","6888","6000","984","6984",".",".","1600","1600","1600","1600","3600","4800","4800","4800","2325","2324","2324","2324","4500","4500","4500","4500","2916","2916","2916","2916","2916","2916","2916","2916"
101286,13,-85.465836,31.315274,2,2,1,5144,1652,3492,13,4,9,50,18,32,1552,321,1231,264,90,174,4,1,3,2984,1105,1879,182,65,117,85,44,41,10,4,6,0,0,0,5144,17,15432,3114,5616,6702,"3750","1110","125","3750","1110","125","7500","1110","250",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","3930","810","4740","3990","810","4800","3690","1110","4800","3750","1110","4860",".",".","3930","810","4740","3990","810","4800","3690","1110","4800","3750","1110","4860",".",".","7860","810","8670","7980","810","8790","7680","1110","8790","7500","1110","8610",".",".","1900","1200","1200","1200",".",".",".",".",".",".",".",".","2984","9450","9450","9450","1467","1000","1000","1000","1467","1000","1000","1000"
101295,32,-86.781935,34.072439,2,2,1,7868,2841,5027,54,27,27,53,24,29,534,135,399,643,251,392,7,2,5,6269,2276,3993,245,103,142,21,4,17,42,19,23,0,0,0,7868,17,23604,4854,8898,9852,"3750","1170","125","3750","1170","125","7500","1170","250",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","3930","870","4800","3990","870","4860","3690","1170","4860","3750","1170","4920",".",".","3930","870","4800","3990","870","4860","3690","1170","4860","3750","1170","4920",".",".","7860","870","8730","7980","870","8850","7380","1170","8550","7500","1170","8670",".",".","1600","1600","1600","2000","4900","4900","4900","4900","4160","4560","6160","8720","7400","8800","12080","13540","4160","4560","6160","8720","4160","4560","6160","8720"
101301,32,-87.013294,32.445917,2,2,1,2489,976,1513,2,2,0,11,5,6,1739,600,1139,37,20,17,1,1,0,631,318,313,42,17,25,8,6,2,18,7,11,1,0,1,2488,17,7467,3330,2118,2019,"3750","870","125","3750","870","125","7500","870","250",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","3930","570","4500","3990","570","4560","3690","870","4560","3750","870","4620",".",".","3930","570","4500","3990","570","4560","3690","870","4560","3750","870","4620",".",".","7860","570","8430","7980","570","8550","7380","870","8250","7500","870","8370",".",".","2500","2500","2500","2500",".",".",".",".",".",".",".",".","7400","7400","7400","7400","1000","1000","1000","1000","1000","1000","1000","1000"
101365,21,-86.832465,33.468466,2,2,1,1114,243,871,4,0,4,6,3,3,694,70,624,29,10,19,1,0,1,325,151,174,33,4,29,22,5,17,0,0,0,0,0,0,1114,29,3366,1065,819,1482,"11820","930","495","11820","930","495","11820","930","495","9520","930","595","9520","930","595","9520","930","595",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","13320","880","14200","13320","880","14200","13320","880","14200","11820","930","12750",".",".","13320","880","14200","13320","880","14200","13320","880","14200","11820","930","12750",".",".","13320","880","14200","13320","880","14200","13320","880","14200","11820","930","12750",".",".","0","0","0","0",".",".",".",".",".",".",".",".","10314","11232","9243","9243","5805","6318","5202","5202","8064","8775","2601","2601"
101435,12,-86.284366,32.351034,2,2,1,896,488,408,6,2,4,6,2,4,190,107,83,55,33,22,0,0,0,580,312,268,43,25,18,16,7,9,0,0,0,0,0,0,896,29,2698,6,969,1723,"26800","1499","978","26800","1499","978","26800","1499","978","22500","300",".","22500","300",".","22500","300",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","25900","1500","27400","26400","1500","27900","26400","1500","27900","26850","1500","28350",".",".","25900","1500","27400","26400","1500","27900","26400","1500","27900","26850","1500","28350",".",".","25900","1500","27400","26400","1500","27900","26400","1500","27900","26850","1500","28350",".",".","300","300","300","300","9950","10150","10460","10772","1035","2068","2068","2068","7950","10150","9460","8772","1035","2068","2068","2068","2035","2068","2068","2068"
101453,13,-87.663051,34.856153,2,2,1,101,85,16,2,2,0,0,0,0,6,6,0,4,2,2,0,0,0,88,74,14,1,1,0,0,0,0,0,0,0,0,0,0,101,29,427,260,120,47,"10152","1480","423","10152","1480","423","10152","1480","423","4482","630","249","4482","630","249","4482","630","249",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","10152","1380","11532","10152","1380","11532","10152","1480","11632","10152","1480","11632",".",".","10152","1380","11532","10152","1380","11532","10152","1480","11632","10152","1480","11632",".",".","10152","1380","11532","10152","1380","11532","10152","1480","11632","10152","1480","11632",".",".","1000","1000","1000","1000","5745","5745","5822","6540","3186","2466","2529","2565","12663","13932","14490","14940","4428","3897","4005","4077","3744","3492","3591","3672"
101462,12,-86.572885,34.771858,2,2,1,1260,498,762,10,5,5,10,7,3,837,279,558,73,34,39,1,1,0,258,149,109,54,17,37,8,3,5,9,3,6,4,0,4,1256,17,3780,441,1998,1341,"3750","1140","125","3750","1140","125","7500","1140","250",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","3930","840","4770","3990","840","4830","3690","1140","4830","3750","1140","4890",".",".","3930","840","4770","3990","840","4830","3690","1140","4830","3750","1140","4890",".",".","7860","840","8700","7980","840","8820","7380","1140","8520","7500","1140","8640",".",".","2000","2000","2000","2000",".",".",".",".",".",".",".",".","6300","6300","6300","8100","2400","2400","2800","3900","2400","2400","2400","2400"
101471,21,-86.392369,32.582312,2,2,1,699,501,198,1,1,0,0,0,0,367,318,49,6,3,3,1,1,0,322,177,145,1,0,1,0,0,0,1,1,0,0,0,0,699,6,2097,0,0,2097,"3990","690","123","3990","690","123","3990","690","123",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","4716","684","5400","4788","684","5472","4788","684","5472","3990","870","4860",".",".","4716","684","5400","4788","684","5472","4788","684","5472","3990","870","4860",".",".","4716","684","5400","4788","684","5472","4788","684","5472","3990","870","4860",".",".","612","612","612","510",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
101480,23,-85.765321,33.822938,2,2,1,9214,3785,5429,40,18,22,63,22,41,2126,867,1259,28,12,16,12,7,5,5633,2161,3472,0,0,0,1184,635,549,128,63,65,0,0,0,9214,29,31278,7013,18513,5752,"9990","1962","333","9990","1962","333","19950","1962","665","9840","1000","410","9840","1000","410","19680","1000","820",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","9720","1400","11120","9720","1400","11120","9720","1400","11120","9990","1962","11952",".",".","9720","1400","11120","9720","1400","11120","9720","1400","11120","9990","1962","11952",".",".","19440","1400","20840","19440","1400","20840","19440","1400","20840","19950","1962","21912",".",".","1204","1196","1196","998","8000","8110","8320","8640","1507","2003","1997","2400","11367","9648","9927","9972","2753","2692","2680","3318","4882","4843","4812","3318"
101505,12,-86.707233,33.652535,2,2,1,12041,4430,7611,35,13,22,293,124,169,2642,791,1851,715,249,466,6,3,3,7785,3026,4759,316,124,192,89,36,53,160,64,96,0,0,0,12041,17,36123,16104,10866,9153,"3990","1230","133","3990","1230","133","7680","1230","256",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","4860","930","5790","4920","930","5850","3690","1230","4920","3990","1230","5220",".",".","4860","930","5790","4920","930","5850","3690","1230","4920","3990","1230","5220",".",".","8790","930","9720","8910","930","9840","7380","1230","8610","7680","1230","8910",".",".","2162","1614","1552","1444",".",".",".",".",".",".",".",".","14184","14580","15066","15921","4850","4826","4759","4871","4850","4826","4759","4871"
101514,41,-86.949674,34.645844,2,2,1,12815,5783,7032,135,71,64,296,130,166,2016,785,1231,976,424,552,18,9,9,8419,3933,4486,698,291,407,167,102,65,90,38,52,0,0,0,12815,17,38445,16221,11811,10413,"3750","1250","125","3750","1250","125","7500","1250","250",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","3930","950","4880","3990","950","4940","3690","1250","4940","3750","1250","5000",".",".","3930","950","4880","3990","950","4940","3690","1250","4940","3750","1250","5000",".",".","7860","950","8810","7980","950","8930","7380","1250","8630","7500","1250","8750",".",".","2500","2650","2650","2650",".",".",".",".",".",".",".",".","4500","4500","4500","5500","3200","3200","3200","4200","3200","3200","3200","4200"
101569,12,-86.888844,33.450814,2,2,1,4492,1447,3045,6,3,3,15,9,6,3626,1018,2608,150,74,76,0,0,0,511,273,238,132,48,84,34,12,22,18,10,8,0,0,0,4492,17,13476,6522,4755,2199,"3750","1170","125","3750","1170","125","7500","1170","250",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","3930","870","4800","3990","870","4860","3690","1170","4860","3750","1170","4920",".",".","3930","870","4800","3990","870","4860","3690","1170","4860","3750","1170","4920",".",".","7860","870","8730","7980","870","8850","7380","1170","8550","7500","1170","8670",".",".","2300","2300","2300","2300","4760","4760","4760","4760","3000","3000","3000","3000","7560","7560","7560","7560","5807","5807","5807","5807","5807","5807","5807","5807"
101587,43,-88.186329,32.588132,2,2,1,3165,926,2239,35,7,28,7,6,1,1204,364,840,60,15,45,1,1,0,1434,417,1017,58,17,41,287,68,219,79,31,48,286,1,287,2878,29,20743,14524,3036,3183,"9100","1890","352","9100","1890","352","18200","1890","650","6678","190","371","6678","190","371","13356","190","742",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","9100","1890","10990","9100","1890","10990","9100","1890","10990","9100","1890","10990",".",".","9100","1890","10990","9100","1890","10990","9100","1890","10990","9100","1890","10990",".",".","18200","1890","20090","18200","1890","20090","18200","1890","20090","18200","1890","20090",".",".","1200","1250","1216","1216","7510","7510","7594","7820","3505","3505","3505","3600","7200","7200","7200","7200","3505","3505","3505","3600","3505","3505","3505","3600"
101602,41,-86.452262,31.322947,2,2,1,2419,1038,1381,10,8,2,22,10,12,471,163,308,21,15,6,0,0,0,1711,758,953,152,68,84,29,16,13,3,0,3,0,0,0,2419,17,7257,2049,3183,2025,"3750","1170","125","3750","1170","125","7500","1170","250",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","3930","870","4800","3990","870","4860","3690","930","4620","3750","1170","4920",".",".","3930","870","4800","3990","870","4860","3690","930","4620","3750","1170","4920",".",".","7860","870","8730","7980","870","8850","7380","930","8310","7500","1170","8670",".",".","1192","1192","1192","1192","5550","5550","5550","5550","3625","3625","3625","3625","9450","9450","9450","9450","3625","3625","3625","3625","3625","3625","3625","3625"
