"UNITID","LOCALE","LONGITUD","LATITUDE","EFFYALEV","EFFYLEV","LSTUDY","EFYTOTLT","EFYTOTLM","EFYTOTLW","EFYAIANT","EFYAIANM","EFYAIANW","EFYASIAT","EFYASIAM","EFYASIAW","EFYBKAAT","EFYBKAAM","EFYBKAAW","EFYHISPT","EFYHISPM","EFYHISPW","EFYNHPIT","EFYNHPIM","EFYNHPIW","EFYWHITT","EFYWHITM","EFYWHITW","EFY2MORT","EFY2MORM","EFY2MORW","EFYUNKNT","EFYUNKNM","EFYUNKNW","EFYNRALT","EFYNRALM","EFYNRALW","EFYGUUN","EFYGUAN","EFYGUTOT","EFYGUKN","EFFYDLEV","EFYDETOT","EFYDEEXC","EFYDESOM","EFYDENON","TUITION1","FEE1","HRCHG1","TUITION2","FEE2","HRCHG2","TUITION3","FEE3","HRCHG3","TUITION5","FEE5","HRCHG5","TUITION6","FEE6","HRCHG6","TUITION7","FEE7","HRCHG7","ISPROF1","ISPFEE1","OSPROF1","OSPFEE1","ISPROF2","ISPFEE2","OSPROF2","OSPFEE2","ISPROF3","ISPFEE3","OSPROF3","OSPFEE3","ISPROF4","ISPFEE4","OSPROF4","OSPFEE4","ISPROF5","ISPFEE5","OSPROF5","OSPFEE5","ISPROF6","ISPFEE6","OSPROF6","OSPFEE6","ISPROF7","ISPFEE7","OSPROF7","OSPFEE7","ISPROF8","ISPFEE8","OSPROF8","OSPFEE8","ISPROF9","ISPFEE9","OSPROF9","OSPFEE9","CHG1AT0","CHG1AF0","CHG1AY0","CHG1AT1","CHG1AF1","CHG1AY1","CHG1AT2","CHG1AF2","CHG1AY2","CHG1AT3","CHG1AF3","CHG1AY3","CHG1TGTD","CHG1FGTD","CHG2AT0","CHG2AF0","CHG2AY0","CHG2AT1","CHG2AF1","CHG2AY1","CHG2AT2","CHG2AF2","CHG2AY2","CHG2AT3","CHG2AF3","CHG2AY3","CHG2TGTD","CHG2FGTD","CHG3AT0","CHG3AF0","CHG3AY0","CHG3AT1","CHG3AF1","CHG3AY1","CHG3AT2","CHG3AF2","CHG3AY2","CHG3AT3","CHG3AF3","CHG3AY3","CHG3TGTD","CHG3FGTD","CHG4AY0","CHG4AY1","CHG4AY2","CHG4AY3","CHG5AY0","CHG5AY1","CHG5AY2","CHG5AY3","CHG6AY0","CHG6AY1","CHG6AY2","CHG6AY3","CHG7AY0","CHG7AY1","CHG7AY2","CHG7AY3","CHG8AY0","CHG8AY1","CHG8AY2","CHG8AY3","CHG9AY0","CHG9AY1","CHG9AY2","CHG9AY3"
141811,21,-157.983771,21.39267,2,2,1,9733,3481,6252,14,6,8,3598,1368,2230,176,87,89,1477,469,1008,484,146,338,826,350,476,2911,947,1964,89,39,50,158,69,89,312,0,312,9421,17,29199,22656,5538,1005,"3144","70","131","3144","70","131","8280","70","345",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","3144","65","3209","3144","65","3209","3144","65","3209","3144","70","3214",".",".","3144","65","3209","3144","65","3209","3144","65","3209","3144","70","3214",".",".","8280","65","8345","8280","65","8345","8280","65","8345","8280","70","8350",".",".","1058","1340","1350","1350",".",".",".",".",".",".",".",".","15302","15245","16103","16046","3752","3144","3192","3192","3304","3144","3192","3192"
141839,13,-156.477252,20.88956,2,2,1,3592,1141,2451,5,1,4,978,344,634,22,9,13,539,156,383,240,72,168,555,194,361,1109,310,799,77,35,42,67,20,47,250,0,250,3342,17,10776,7014,2706,1056,"3144","140","131","3144","140","131","8280","140","345",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","3144","134","3278","3144","134","3278","3144","134","3278","3144","140","3284",".",".","3144","134","3278","3144","134","3278","3144","134","3278","3144","140","3284",".",".","8280","134","8414","8280","134","8414","8280","134","8414","8280","140","8420",".",".","1058","1340","1350","1350",".",".",".",".",".",".",".",".","15302","14928","15896","16363","6792","4962","4988","4828","6344","4962","4988","4828"
141981,21,-158.056403,21.35531,2,2,1,4055,1292,2763,8,2,6,1621,556,1065,67,31,36,569,165,404,168,38,130,325,122,203,1245,370,875,24,1,23,28,7,21,126,0,126,3929,17,12165,9036,2988,141,"7344","240","306","7344","240","306","20304","240","846",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","7344","240","7584","7344","240","7584","7344","240","7584","7344","240","7584",".",".","7344","240","7584","7344","240","7584","7344","240","7584","7344","240","7584",".",".","20304","240","20544","20304","240","20544","20304","240","20544","20304","240","20544",".",".","1058","1340","1350","1350",".",".",".",".",".",".",".",".","15302","15246","16104","16046","6792","4908","4936","4810","5766","4908","4936","4810"
141990,22,-157.813307,21.407051,2,2,1,3755,1239,2516,5,2,3,757,278,479,37,11,26,615,169,446,257,84,173,452,174,278,1385,416,969,204,93,111,43,12,31,112,0,112,3643,17,11265,7809,1806,1650,"3144","50","131","3144","50","131","8280","50","345",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","3144","50","3194","3144","50","3194","3144","50","3194","3144","50","3194",".",".","3144","50","3194","3144","50","3194","3144","50","3194","3144","50","3194",".",".","8280","50","8330","8280","50","8330","8280","50","8330","8280","50","8330",".",".","1058","1340","1350","1350",".",".",".",".",".",".",".",".","15302","15245","16103","16046","3752","3144","3192","3192","3304","3144","3192","3192"
142090,21,-116.291321,43.658651,2,2,1,94,52,42,0,0,0,1,1,0,2,2,0,3,2,1,0,0,0,85,46,39,0,0,0,1,1,0,2,0,2,0,0,0,94,6,282,0,3,279,"9000","770","375","9000","770","375","9000","770","375",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","12270","650","12920","12450","650","13100","12450","650","13100","9000","770","9770",".",".","12270","650","12920","12450","650","13100","12450","650","13100","9000","770","9770",".",".","12270","650","12920","12450","650","13100","12450","650","13100","9000","770","9770",".",".","600","512","720","456","6850","7000","7000","7620","3888","3996","4980","3654","16080","14520","18900","15456","7008","7488","9300","6714","4992","5436","6750","5022"
142115,12,-116.203301,43.604284,2,2,1,26501,11314,15187,108,40,68,717,279,438,424,220,204,3714,1498,2216,112,48,64,19052,8164,10888,1367,617,750,799,343,456,208,105,103,0,0,0,26501,29,91171,24868,33594,32709,"5532","2832","380","5532","2832","380","22869","2832","780","7236","2832","491","7236","2832","491","24573","2832","891",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","5532","2536","8068","5532","2536","8068","5532","2528","8060","5532","2832","8364",".",".","5532","2536","8068","5532","2536","8068","5532","2528","8060","5532","2832","8364",".",".","22452","2536","24988","22452","2536","24988","22452","2528","24980","22869","2832","25701",".",".","1200","1240","1240","1240","11246","12327","13459","13841","3786","3895","4336","5271","9760","9921","10423","11376","4318","4754","4714","5625","2914","4258","4222","5124"
142179,13,-111.985519,43.486041,2,2,1,3225,1275,1950,22,6,16,30,9,21,20,6,14,516,188,328,13,6,7,2266,871,1395,72,30,42,286,159,127,0,0,0,1,14,15,3210,17,9675,1749,3033,4893,"3360","30","140","4360","30","190","6720","30","280",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","3096","30","3126","3096","30","3126","3096","30","3126","3360","30","3390",".",".","4096","30","4126","4096","30","4126","4096","30","4126","4360","30","4390",".",".","6192","30","6222","6192","30","6222","6192","30","6222","6720","30","6750",".",".","1451","1451","1451","1652",".",".",".",".",".",".",".",".","6782","6783","6783","7282","5443","5443","5443","5374","4238","4238","4238","4170"
142276,13,-112.432312,42.863832,2,2,1,11962,4949,7013,202,73,129,180,65,115,143,85,58,1523,554,969,40,24,16,8596,3516,5080,379,161,218,612,269,343,287,202,85,5,0,5,11957,29,41310,7251,17070,16989,"5928","2030","406","5928","2030","406","23906","2030","702","8601","2030","540","8601","2030","540","26578","2030","836",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","5928","14440","23906","19114",".",".",".",".",".",".",".",".",".",".",".",".","5928","1944","7872","5928","1944","7872","5928","1944","7872","5928","2030","7958","0",".","5928","1944","7872","5928","1944","7872","5928","1944","7872","5928","2030","7958","0",".","22224","1944","24168","22550","1944","24494","23382","1944","25326","23906","2030","25936","0",".","1000","1000","1000","1000","7454","7214","7340","7626","5921","5930","5930","5930","8280","8370","8370","8370","5921","5930","5930","5930","5921","5930","5930","5930"
142285,32,-117.014167,46.727406,2,2,1,9608,4604,5004,79,33,46,185,72,113,102,75,27,1058,457,601,23,10,13,7172,3419,3753,400,198,202,204,113,91,385,227,158,12,0,12,9596,29,35622,4643,11604,19375,"6182","2214","368","6182","2214","368","25418","2214","1330","7754","2214","502","7754","2214","502","26990","2214","1571",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","7754","14384","26990","14384","6182","2122","8304","6182","2122","8304","6182","2158","8340","6182","2214","8396",".",".","6182","2122","8304","6182","2122","8304","6182","2158","8340","6182","2214","8396",".",".","25418","2122","27540","25418","2122","27540","25418","2158","27576","25418","2214","27632",".",".","1130","1130","1232","1232","9080","9080","9610","9898","3306","3384","3072","3320","10846","10164","10864","9898","4982","5286","4974","3320","2966","3180","2868","3320"
142294,22,-116.677992,43.652284,2,2,1,1146,563,583,7,4,3,27,12,15,15,10,5,155,64,91,6,5,1,644,334,310,72,37,35,11,3,8,209,94,115,0,0,0,1146,29,3530,0,0,3530,"33825","805","1400","33825","805","1400","33825","805","1400","22540","25","650","22540","25","650","22540","25","650",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","31000","755","31755","32100","755","32855","33000","755","33755","33825","805","34630",".",".","31000","755","31755","32100","755","32855","33000","755","33755","33825","805","34630",".",".","31000","755","31755","32100","755","32855","33000","755","33755","33825","805","34630",".",".","1200","1200","1200","1200","10452","10650","11158","10820","2200","2200","2200","2200","7500","7500","7500","7500","2200","2200","2200","2200","2200","2200","2200","2200"
142328,13,-117.024875,46.412199,2,2,1,4423,1509,2914,111,43,68,54,15,39,37,21,16,379,121,258,10,6,4,3392,1132,2260,205,80,125,169,67,102,66,24,42,0,0,0,4423,29,13275,3519,4971,4785,"6996","0","358","6996","0","358","20252","0","358","4703","0","470","4703","0","470","11629","0","470",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","6982","0","6982","6982","0","6982","6982","0","6982","6999","0","6999",".",".","6982","0","6982","6982","0","6982","6982","0","6982","6999","0","6999",".",".","19978","0","19978","20238","0","20238","20238","0","20238","20252","0","20252",".",".","1650","1650","1400","1400","7680","7790","7860","8460","2200","2800","2800","3500","7680","7790","7860","8460","2200","2800","2800","3500","2200","2800","2800","3500"
142443,13,-116.798905,47.67569,2,2,1,5711,2173,3538,65,16,49,66,22,44,46,20,26,410,167,243,10,5,5,4422,1663,2759,250,100,150,426,173,253,16,7,9,0,0,0,5711,17,17133,4704,8634,3795,"2436","960","142","4000","960","215","7776","960","365",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","2436","960","3396","2436","960","3396","2436","960","3396","2436","960","3396",".",".","4000","960","4960","4000","960","4960","4000","960","4960","4000","960","4960",".",".","7776","960","8736","7776","960","8736","7776","960","8736","7776","960","8736",".",".","1248","1248","1248","1584","7540","7608","7600","7900","2718","2718","2718","3366","7560","7560","7560","16785","2718","2718","2718","3366","2718","2718","2718","3366"
142461,22,-116.565783,43.562411,2,2,1,7774,3375,4399,39,22,17,156,73,83,86,45,41,1086,426,660,28,8,20,5892,2591,3301,105,38,67,366,161,205,16,11,5,0,0,0,7774,29,25124,1558,1925,21641,"35548","750","1500","35548","750","1500","35548","750","1500","11093","200","616","11093","200","616","11093","200","616",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","30550","500","31050","32130","650","32780","33740","650","34390","35548","750","36298",".",".","30550","500","31050","32130","650","32780","33740","650","34390","35548","750","36298",".",".","30550","500","31050","32130","650","32780","33740","650","34390","35548","750","36298",".",".","1290","1280","1264","1264","7990","8800","9600","10500","2660","2680","2582","3410","8900","9160","9468","10116","3720","3760","3608","4832","3710","3760","3608","4832"
142522,32,-111.782431,43.818408,2,2,1,58610,26254,32356,122,55,67,1077,475,602,1892,1185,707,10767,4962,5805,546,178,368,37711,16098,21613,1227,565,662,3347,1645,1702,1921,1091,830,0,0,0,58610,17,175830,94125,66141,15564,"4536","0","189","4536","0","189","4536","0","189",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","4208","0","4208","4300","0","4300","4416","0","4416","4536","0","4536",".",".","4208","0","4208","4300","0","4300","4416","0","4416","4536","0","4536",".",".","4208","0","4208","4300","0","4300","4416","0","4416","4536","0","4536",".",".","400","400","400","432","4368","4368","4452","4676","3472","3644","3612","3774","4368","4368","4452","4676","3472","3472","3612","3774","3136","3472","3612","3774"
142559,33,-114.473901,42.579837,2,2,1,14386,5599,8787,75,26,49,124,44,80,129,73,56,2819,946,1873,41,17,24,9339,3700,5639,318,124,194,1418,623,795,123,46,77,1,0,1,14385,17,43158,6702,9984,26472,"3360","0","140","4560","0","140","6840","0","285",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","3360","0","3360","3360","0","3360","3360","0","3360","3360","0","3360",".",".","4560","0","4560","4560","0","4560","4560","0","4560","4560","0","4560",".",".","6840","0","6840","6840","0","6840","6840","0","6840","6840","0","6840",".",".","990","990","990","990","5300","5500","5750","5952","4448","4448","4448","4448","5022","5022","5022","5022","4448","4448","4448","4448","4448","4448","4448","4448"
142887,11,-87.624788,41.87742,2,2,1,147,47,100,1,0,1,5,2,3,19,7,12,53,20,33,0,0,0,64,16,48,5,2,3,0,0,0,0,0,0,0,0,0,147,6,441,0,315,126,"36800","870","1150","36800","870","1150","36800","870","1150",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","34800","470","35270","35800","470","36270","35800","435","36235","36800","870","37670",".",".","34800","470","35270","35800","470","36270","35800","435","36235","36800","870","37670",".",".","34800","470","35270","35800","470","36270","35800","435","36235","36800","870","37670",".",".","1600","1600","1600","1600",".",".",".",".",".",".",".",".","6354","6354","6354","6354","2800","2800","2800","2800","3065","3065","3065","3065"
142957,11,-87.646898,41.954969,2,2,1,10,6,4,0,0,0,1,1,0,4,2,2,0,0,0,0,0,0,3,2,1,0,0,0,2,1,1,0,0,0,0,0,0,10,29,64,64,0,0,"7500","150","250","7500","150","250","7500","150","250","4500","150","250","4500","150","250","4500","150","250",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","7500","100","7600","7500","100","7600","7500","150","7650","7500","150","7650",".",".","7500","100","7600","7500","100","7600","7500","150","7650","7500","150","7650",".",".","7500","100","7600","7500","100","7600","7500","150","7650","7500","150","7650",".",".","600","600","600","600","3375","3600","3600","3600","1600","1600","1600","1600","5400","5400","5400","5400","1600","1600","1600","1600","500","500","500","500"
143048,11,-87.625758,41.88105,2,2,1,3031,772,2259,4,0,4,305,59,246,132,51,81,320,100,220,1,1,0,1099,269,830,122,24,98,131,37,94,917,231,686,2,0,2,3029,18,10717,699,8716,1302,"51290","980","1785","51290","980","1785","51290","980","1785","45822","980","1860","45822","980","1860","45822","980","1860",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","49980","940","50920","52200","960","53160","52200","960","53160","53550","980","54530",".",".","49980","940","50920","52200","960","53160","52200","960","53160","53550","980","54530",".",".","49980","940","50920","52200","960","53160","52200","960","53160","53550","980","54530",".",".","1770","1770","2320","2350","15190","15580","15980","16550","2000","2000","2000","2020","9900","9900","9900","10280","2000","2000","2000","2020","2000","2000","2000","2020"
143084,13,-90.55057,41.502365,2,2,1,2409,1125,1284,3,2,1,73,30,43,98,44,54,295,125,170,0,0,0,1488,677,811,93,46,47,17,6,11,342,195,147,0,0,0,2409,29,7301,0,0,7301,"47766","150","1998","47766","150","1998","47766","150","1998","34000","150",".","34000","150",".","34000","150",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","43610","0","43610","45136","0","45136","46039","150","46189","47766","150","47916",".",".","43610","0","43610","45136","0","45136","46039","150","46189","47766","150","47916",".",".","43610","0","43610","45136","0","45136","46039","150","46189","47766","150","47916",".",".","1000","1000","1000","1000","10890","11216","11830","11782","1200","1200","1200","1544","10890","11216","11830","11782","1200","1200","1200","1544","1200","1200","1200","1544"
143118,21,-88.349023,41.753631,2,2,1,4517,1489,3028,6,4,2,139,52,87,263,104,159,1696,488,1208,5,2,3,1965,681,1284,119,45,74,301,99,202,23,14,9,0,0,0,4517,29,18745,4661,2474,11610,"27200","220","438","27200","220","438","27200","220","438","14586","0","618","14586","0","618","14586","0","618",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","24800","260","25060","25600","0","25600","26400","360","26760","27200","220","27420",".",".","24800","260","25060","25600","0","25600","26400","360","26760","27200","220","27420",".",".","24800","260","25060","25600","0","25600","26400","360","26760","27200","220","27420",".",".","1000","1560","1200","1200","9866","10474","10698","12360","2872","3024","3024","3042","3858","3960","3960","4014","3520","3240","3240","3258","7378","7200","7200","7272"
143215,21,-89.924466,38.516406,2,2,1,14474,6778,7696,31,18,13,188,74,114,2780,1016,1764,1047,448,599,16,9,7,8989,4536,4453,716,306,410,606,314,292,101,57,44,133,0,133,14341,17,43422,6795,10596,26031,"3540","270","118","6120","270","204","5940","270","198",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","3390","270","3660","3390","270","3660","3390","270","3660","3540","270","3810",".",".","6120","270","6390","6120","270","6390","6120","270","6390","6120","270","6390",".",".","5670","270","5940","5670","270","5940","5670","270","5940","5940","270","6210",".",".","1678","1710","1744","1848",".",".",".",".",".",".",".",".","4488","4578","4670","4950","4696","4716","4692","4934","4696","4716","4692","4934"
143279,13,-90.447799,41.477283,2,2,1,5789,2252,3537,13,5,8,212,81,131,720,300,420,879,309,570,1,1,0,3454,1354,2100,184,64,120,315,132,183,11,6,5,21,0,21,5768,17,17367,3918,5502,7947,"4920","0","164","7950","0","265","8100","0","270",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","4470","0","4470","4470","0","4470","4470","0","4470","4920","0","4920",".",".","7500","0","7500","7500","0","7500","7500","0","7500","7950","0","7950",".",".","7650","0","7650","7650","0","7650","7650","0","7650","8100","0","8100",".",".","1114","1141","1148","1148",".",".",".",".",".",".",".",".","6997","7165","6814","7209","4586","4696","5088","5117","4586","4696","5088","5117"
143288,32,-89.870241,39.287896,2,2,1,467,204,263,1,1,0,4,1,3,46,28,18,38,25,13,0,0,0,320,127,193,15,6,9,38,13,25,5,3,2,1,3,4,463,17,1401,207,90,1104,"26055","0","850","26055","0","850","26055","0","850",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","23510","0","23510","24950","0","24950","25570","0","25570","26055","0","26055",".",".","23510","0","23510","24950","0","24950","25570","0","25570","26055","0","26055",".",".","23510","0","23510","24950","0","24950","25570","0","25570","26055","0","26055",".",".","400","400","400","400","8100","8600","7990","9020","2360","2360","2360","2360","9800","9800","9800","10000","3460","3460","3460","3460","3460","3460","4960","3460"
143297,33,-91.357497,39.949641,2,2,1,238,19,219,1,0,1,5,0,5,9,4,5,2,0,2,1,0,1,212,15,197,3,0,3,5,0,5,0,0,0,0,0,0,238,18,758,119,330,309,"28280","900","942","28280","900","942","28280","900","942",".",".","675",".",".","675",".",".","675",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
143358,12,-89.616786,40.696896,2,2,1,4449,2205,2244,7,2,5,186,85,101,352,138,214,562,249,313,2,1,1,2954,1542,1412,175,84,91,113,58,55,98,46,52,0,0,0,4449,29,16673,2565,8123,5985,"37380","420","990","37380","420","990","37380","420","990","17820","300","990","17820","300","990","17820","300","990",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","34200","410","34610","35060","420","35480","35940","420","36360","37380","420","37800",".",".","34200","410","34610","35060","420","35480","35940","420","36360","37380","420","37800",".",".","34200","410","34610","35060","420","35480","35940","420","36360","37380","420","37800",".",".","1200","1200","1200","1200","10940","11280","11628","12196","2240","2240","2240","2240","10940","11280","11628","12196","2240","2240","2240","2240","5850","5850","5850","5850"
143613,41,-90.408203,40.98128,2,2,1,2275,805,1470,3,1,2,22,11,11,152,51,101,245,97,148,3,2,1,1626,560,1066,87,22,65,137,61,76,0,0,0,0,0,0,2275,17,6825,2436,2781,1608,"5200","50","175","7810","50","262","8710","50","292",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","4760","50","4810","4760","50","4810","5200","50","5250","5200","50","5250",".",".","7140","50","7190","7140","50","7190","7810","50","7860","7810","50","7860",".",".","7952","50","8002","7952","50","8002","8710","50","8760","8710","50","8760",".",".","810","756","810","810",".",".",".",".",".",".",".",".","5400","6210","6210","6210","2988","2928","2988","2988","2988","2928","2988","2988"
143978,11,-87.63379,41.888293,2,2,1,37,6,31,0,0,0,1,0,1,6,2,4,15,3,12,0,0,0,9,0,9,4,1,3,2,0,2,0,0,0,0,2,2,35,18,2823,112,2069,642,"11784","1440","472","11784","1440","472","11784","1440","472","23454","1440","1219","23454","1440","1219","23454","1440","1219",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","11160","1364","12524","11328","1384","12712","11784","1440","13224",".",".",".",".",".","11160","1364","12524","11328","1384","12712","11784","1440","13224",".",".",".",".",".","11160","1364","12524","11328","1384","12712","11784","1440","13224",".",".",".","2097","2184","2184",".",".",".",".",".",".",".",".",".","18536","18536","18536",".","7504","8568","8568",".","7504","7504","7504"
144005,11,-87.609384,41.718446,2,2,1,1860,580,1280,9,4,5,19,9,10,1378,386,992,168,66,102,0,0,0,39,19,20,29,12,17,145,48,97,73,36,37,0,0,0,1860,29,7960,1493,3083,3384,"7656","4362","319","7656","4362","319","7656","4362","319","5976","4362","332","5976","4362","332","11679","4362","643","0","0",".",".","0","0",".",".","0","0",".",".","0","0",".",".","0","0",".",".","18342","4362","18342","4362","0","0",".",".","0","0",".",".","0","0",".",".","7488","3878","11366","7488","3716","11204","7488","3878","11366","7656","4362","12018","0",".","7488","3878","11366","7488","3716","11204","7488","3716","11204","7656","4362","12018","0",".","14856","3878","18734","7488","3716","11204","7488","3716","11204","7656","4362","12018","0",".","1800","1800","1800","2400","8724","8724","8724","13800","4451","4451","4451","4500","8724","8724","8724","13800","4451","4451","4451","4500","4451","4451","4541","4500"
144050,11,-87.599539,41.787994,2,2,1,8942,4592,4350,1,1,0,1572,769,803,472,175,297,1179,600,579,1,1,0,2592,1448,1144,539,282,257,809,374,435,1777,942,835,8,0,8,8934,29,50570,4089,2475,44006,"61179","1761","2039","61179","1761","2039","61179","1761","2039","65145","1347","2172","65145","1347","2172","65145","1347","2172",".",".",".",".",".",".",".",".","78063","1796","78063","1796",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","73185","1347","73185","1347","57642","2910","60552","57642","2910","60552","59256","2985","62241","61179","3081","64260",".",".","57642","2910","60552","57642","2910","60552","59256","2985","62241","61179","3081","64260",".",".","57642","2910","60552","57642","2910","60552","59256","2985","62241","61179","3081","64260",".",".","1800","1800","1800","1800","17004","17004","17685","18396","2175","2175","2400","2400",".",".",".",".",".",".",".",".",".",".",".","."
144157,11,-87.643425,41.780253,2,2,1,2904,1118,1786,5,1,4,22,11,11,2103,697,1406,558,300,258,0,0,0,90,56,34,74,28,46,40,18,22,12,7,5,10,2,12,2892,17,8712,3330,1692,3690,"4380","0","146","11520","0","384","14430","0","481",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","3504","0","3504","4380","0","4380","4380","0","4380","4380","0","4380",".",".","9216","0","9216","11520","0","11520","11520","0","11520","11520","0","11520",".",".","11544","0","11544","14430","0","14430","14430","0","14430","14430","0","14430",".",".","1536","1920","1920","1920",".",".",".",".",".",".",".",".","8128","8128","8128","8128","1152","1410","1410","1504","1152","1410","1410","1504"
144166,11,-87.675321,41.878092,2,2,1,9601,2318,7283,14,5,9,329,99,230,3489,738,2751,4673,1132,3541,7,1,6,737,240,497,195,56,139,54,16,38,103,31,72,18,0,18,9583,17,28803,15411,6816,6576,"4380","0","146","11520","0","384","14430","0","481",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","3504","0","3504","4380","0","4380","4380","0","4380","4380","0","4380",".",".","9216","0","9216","11520","0","11520","11520","0","11520","11520","0","11520",".",".","11544","0","11544","14430","0","14430","14430","0","14430","14430","0","14430",".",".","1536","1920","1920","1920",".",".",".",".",".",".",".",".","8128","8128","8128","8128","1152","1410","1410","1504","1152","1410","1410","1504"
